StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q9,Q8,Q7,Q5,Q6,Q11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q15,Q16,Q17,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_10_TEXT,Q23,Raffle,SC0,Score
2025-04-08 13:06:07,2025-04-08 13:08:14,IP Address,69.6.101.138,100,126,True,2025-04-08 13:08:14,R_1KcBw3ubHFAq923,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,No,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,I am neither interested nor disinterested,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Neither interested nor disinterested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Very interested,Somewhat interested,,,,Yes,51,51
2025-04-08 15:01:09,2025-04-08 15:03:43,IP Address,104.28.55.231,100,153,True,2025-04-08 15:03:43,R_579xEY23tM4SD1i,,,,,40.6186,-73.9272,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biology,,No,,Education,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Very interested,Very interested,Very interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,Very interested,,,Have game nights or study sessions,Yes,42,42
2025-04-08 15:00:23,2025-04-08 15:04:44,IP Address,69.6.101.250,100,260,True,2025-04-08 15:04:44,R_6qdP8P3Mhvx8hDk,,,,,44.5928,-75.1726,anonymous,EN,2025 (senior),Yes,Neuroscience,,,,Yes,"Global Studies ",Asian Studies,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,I would be very interested and would like to attend these sorts of events,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Somewhat interested,Very interested,Very interested,Very interested,Very interested,Very interested,Neither interested nor disinterested,Very interested,,,"What I know works with other, smaller departments are organised evenings with snacks where there may be casual presentations of students' personal projects within their major.",Yes,41,41
2025-04-08 15:02:11,2025-04-08 15:04:56,IP Address,69.6.101.191,100,165,True,2025-04-08 15:04:57,R_3vbbEw7j43Lha3D,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,Yes,Psychology,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be somewhat interested and might participate in some of these events,Very interested,Very interested,Somewhat interested,Somewhat disinterested,Very interested,Somewhat interested,Very interested,Very interested,Very interested,,,More opportunities to meet with faculty for closer relationships and mentoring.,Yes,44,44
2025-04-08 15:01:20,2025-04-08 15:07:43,IP Address,69.6.101.144,100,382,True,2025-04-08 15:07:43,R_3plHR4ElEvggpJD,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Neuroscience,,Yes,Planned bio or chem,"Possibly chem, bio, or public health, depending if I double major",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Very interested,Neither interested nor disinterested,Somewhat interested,Very interested,Very interested,Very interested,Very interested,,,I think having some sort of club similar to the geology department would be a great way to get biology students interacting and getting to know each other outside of class.,Yes,45,45
2025-04-09 12:49:24,2025-04-09 12:51:46,IP Address,104.28.57.58,100,142,True,2025-04-09 12:51:47,R_57A5VaLysUTN7Hz,,,,,43.0483,-76.1468,anonymous,EN,2027 (sophomore),Yes,Biology,,,,No,,"English, Chemistry",Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,I would be somewhat interested and would attend some of these events,I am not very interested and would be unlikely to be in the club. I may or may not attend events hosted by the club,I would be somewhat interested and might participate in some of these events,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat interested,Somewhat interested,,,,Yes,52,52
2025-04-09 12:50:05,2025-04-09 12:52:17,IP Address,69.6.101.199,100,131,True,2025-04-09 12:52:18,R_6eb8l7QWEpwV1qT,,,,,44.5928,-75.1726,anonymous,EN,2025 (senior),Yes,Biology,,,,Yes,"Art and Art History ",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,I would be somewhat interested and would attend some of these events,I am not very interested and would be unlikely to be in the club. I may or may not attend events hosted by the club,I would be very interested and would participate in these kinds of events,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Somewhat disinterested,Very interested,,,,Yes,51,51
2025-04-09 12:49:24,2025-04-09 12:52:50,IP Address,69.6.101.155,100,206,True,2025-04-09 12:52:51,R_63v5iIcBqTRh4H3,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Biochemistry,,,,No,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,,The physics department has a weekly gathering where students and faculty can get together and talk about anything. I think that would be really nice.,Yes,47,47
2025-04-09 12:50:01,2025-04-09 12:53:55,IP Address,69.6.101.158,100,234,True,2025-04-09 12:53:56,R_5iVfks0RE4PQFGN,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Biomedical Sciences,,,,No,,"Yes, chemistry and psychology ",Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I am not very interested and would be unlikely to participate in these sorts of events,Somewhat interested,Somewhat interested,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,,,"Open office hours from faculty to help guide students in their future, not just advising meetings",Yes,51,51
2025-04-10 20:14:49,2025-04-10 20:20:25,IP Address,69.6.101.173,100,335,True,2025-04-10 20:20:25,R_1QXJ3dgHKaLX9mS,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Neuroscience,,,,No,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would be very interested and would like to attend these sorts of events,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,,"Fun events as mentioned in the survey, like having more speakers, would be cool. Another idea would be lab-like experiences run by the professors or senior students that are special or cool, that students could come to watch. In intro to neuroscience, we talked about seeing a human brain as opposed to a cow brain, and I think seeing that in person could be really cool if a professor were to dissect and allow students to watch. ",Yes,53,53
2025-04-11 11:21:32,2025-04-11 11:24:46,IP Address,69.6.101.182,100,194,True,2025-04-11 11:24:47,R_3s0CHt15ol2JupK,,,,,44.5928,-75.1726,anonymous,EN,2025 (senior),Yes,Biomedical Sciences,,,,No,,Performance and Communication Arts,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Very interested,Very interested,Very interested,,,"Bird watching club
",Yes,44,44
2025-04-07 20:49:28,2025-04-13 13:30:24,IP Address,69.6.101.206,100,492056,True,2025-04-13 13:30:25,R_7PKTuUe4NNdku20,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Neuroscience,,,,No,,I plan to pursue a philosophy minor,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,I would be very interested and would like to attend these sorts of events,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Very interested,Very interested,Somewhat interested,Neither interested nor disinterested,Somewhat interested,Very interested,Very interested,Very interested,,,"I think there's a large disconnect between students and professors who they haven't been taught by. For instance, a student may be very familiar with Dr. Temkin but have never spoken to Dr. Estevez. I think finding a way to bridge this gap between students and teachers would be crucial. This could lead to nurturing a greater community within the department. I am personally guilty of this besides talking with some professors in passing or while I'm in the major's room.",Yes,41,41
2025-04-13 13:32:50,2025-04-13 13:49:55,IP Address,69.6.101.206,100,1025,True,2025-04-13 13:49:55,R_1KPCpbNkkJyHwnz,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Neuroscience,,,,No,,Planning to pursue a philosophy minor,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,I would be very interested and would like to attend these sorts of events,I would be somewhat interested and might get involved with a club like this,I would be very interested and would participate in these kinds of events,Very interested,Somewhat interested,Somewhat interested,Neither interested nor disinterested,Neither interested nor disinterested,Very interested,Very interested,Very interested,Somewhat interested,,,"I think that a biology club is a great idea as it provides opportunities to individuals across the entire department. The only issue I see is that it lacks the positives that more major-focused clubs provide. For instance, the neuroscience major includes students who are both pre-PHD and pre-health. A neuroscience major allows these students to meet with students, faculty, doctors, and researchers, providing both groups with the necessary connections. With just a biology club, these students may only get the opportunity to meet with a single individual who may not even cater to their specific track. I think that a biology club, if implemented, should focus more on fostering the community within the department and supporting the clubs that work with specific majors. I think any upperclassmen in the department know how close the biology community is, but I found that there is a large disconnect between students and professors who they've never learned under. I think that some students may be interested in a certain professor's research but feel uncomfortable when approaching them. By organizing more events, I think that students can build relationships with professors who they have never been taught by.",Yes,40,40
2025-04-07 08:12:31,2025-04-07 08:13:31,IP Address,69.6.101.121,56,59,False,2025-04-14 08:13:32,R_1GCCnem6hAagalK,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Neuroscience,,,,Yes,"Mathematics ",,,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-14 09:07:39,2025-04-14 09:11:16,IP Address,69.6.101.128,100,217,True,2025-04-14 09:11:17,R_5iecoY6ZNSEEsN3,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Biology,,,,Yes,"English ",,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,I would be somewhat interested and would attend some of these events,I am not very interested and would be unlikely to be in the club. I may or may not attend events hosted by the club,I am not very interested and would be unlikely to participate in these sorts of events,Somewhat disinterested,Somewhat interested,Very interested,Somewhat interested,Somewhat disinterested,Somewhat disinterested,Somewhat interested,Somewhat disinterested,Somewhat disinterested,,,"Instead of broad ""Biology"" events, it'd be neat to have an event say specifically for neuro majors, one for con bio majors, etc, on top of one or two larger biology events.",Yes,57,57
2025-04-14 11:04:19,2025-04-14 11:09:50,IP Address,69.6.101.137,100,330,True,2025-04-14 11:09:51,R_6gsZ6FxTuXTBWrT,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),No,,Not planning a biology-related major,,"Psychology and public health ",Yes,"Public health ",,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would be somewhat interested and would attend some of these events,I would be somewhat interested and might get involved with a club like this,I would be somewhat interested and might participate in some of these events,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,,Yes,46,46
2025-04-14 12:50:22,2025-04-14 12:55:27,IP Address,69.6.101.156,100,304,True,2025-04-14 12:55:28,R_6Hp312sD1nTTc20,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),No,,Not planning a biology-related major,,Pre-health chemistry,No,,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,I would be somewhat interested and would attend some of these events,I am not very interested and would be unlikely to be in the club. I may or may not attend events hosted by the club,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat disinterested,Somewhat disinterested,Somewhat disinterested,Somewhat interested,Somewhat disinterested,Somewhat interested,,,,Yes,51,51
2025-04-07 12:59:40,2025-04-07 12:59:55,IP Address,69.6.101.184,44,15,False,2025-04-14 12:59:56,R_6CwFbe3Ijmrpeer,,,,,44.5928,-75.1726,anonymous,EN,2027 (sophomore),Yes,Biomedical Sciences,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-07 12:57:34,2025-04-07 12:59:58,IP Address,69.6.101.136,56,144,False,2025-04-14 13:00:03,R_6pPpNbVPfXmjvAd,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Biomedical Sciences,,,,Yes,"Public health ",No,,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-07 12:59:36,2025-04-07 13:00:26,IP Address,69.6.101.200,56,49,False,2025-04-14 13:00:27,R_732qK9GwmUk1NzZ,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),Yes,Biomedical Sciences,,,,No,,"I am planning to do chemistry ",,,,,,,,,,,,,,,,,,,,,,,4,
2025-04-07 12:57:28,2025-04-07 13:00:40,IP Address,69.6.101.191,61,191,False,2025-04-14 13:00:42,R_7Pk7pUMU4WCwx1f,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,Yes,not sure,not sure,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,27,
2025-04-07 12:59:28,2025-04-07 13:01:12,IP Address,69.6.101.126,61,104,False,2025-04-14 13:01:16,R_7eK98tLDCl7qtc1,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Neuroscience,,Yes,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,,,,,,,,,,,,,,,,,30,
2025-04-07 13:00:40,2025-04-07 13:01:17,IP Address,69.6.101.230,56,37,False,2025-04-14 13:01:18,R_3kyXfvxva0a5dTJ,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biomedical Sciences,,No,,spanish,,,,,,,,,,,,,,,,,,,,,,,5,
2025-04-07 13:00:33,2025-04-07 13:02:28,IP Address,104.28.57.58,61,114,False,2025-04-14 13:02:29,R_6L7GDu45Yp136FP,,,,,43.0483,-76.1468,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Biochemistry,,No,,Chemistry,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,25,
2025-04-14 15:25:37,2025-04-14 15:30:47,IP Address,69.6.101.199,100,310,True,2025-04-14 15:30:47,R_7VrN5JHid4js1iu,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Neuroscience,,,,No,,"Chemistry ",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,I would be somewhat interested and would attend some of these events,I would be very interested and would get involved with a club like this,I would be somewhat interested and might participate in some of these events,Very interested,Somewhat interested,Somewhat disinterested,Somewhat disinterested,Somewhat interested,Very interested,Very interested,Very interested,Very interested,Neither interested nor disinterested,,,Yes,48,48
2025-04-07 17:56:45,2025-04-07 17:56:54,IP Address,69.6.101.230,11,9,False,2025-04-14 17:56:56,R_7es2OFvN3BwfrYU,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025-04-14 21:16:32,2025-04-14 21:22:50,IP Address,69.6.101.248,100,377,True,2025-04-14 21:22:51,R_5ySRPXyej2FBhCN,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Biomedical Sciences,,,,No,,yes in SSES,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,I would be very interested and would like to attend these sorts of events,I would be very interested and would get involved with a club like this,I would be very interested and would participate in these kinds of events,Somewhat interested,Somewhat interested,Neither interested nor disinterested,Neither interested nor disinterested,Neither interested nor disinterested,Very interested,Very interested,Very interested,Very interested,,,"I feel like if there were more oppertunities to meet professors in the biology department that would be helpful. I also think hosting activities like kayaking would be cool or even having faculty more involved in events on campus. One of my biology professors goes to karoke night and she loves to attend cool events on campus. ",Yes,40,40
2025-04-08 13:07:14,2025-04-08 13:08:09,IP Address,104.28.57.57,56,54,False,2025-04-15 13:08:11,R_5LT1aVWg9SoUgJH,,,,,43.0483,-76.1468,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Conservation Biology,,Yes,Communications,,,,,,,,,,,,,,,,,,,,,,,,5,
2025-04-09 11:42:55,2025-04-09 11:43:58,IP Address,69.6.101.173,61,62,False,2025-04-16 11:44:00,R_7XwEPchof1L0Ju9,,,,,44.5928,-75.1726,anonymous,EN,2026 (junior),Yes,Biology,,,,No,,"Chemistry ",Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,32,
2025-04-09 12:58:09,2025-04-09 12:59:24,IP Address,172.226.22.118,61,74,False,2025-04-16 12:59:29,R_7YjhYYKt4vgt8YN,,,,,43.0483,-76.1468,anonymous,EN,2027 (sophomore),Yes,Environmental Science - Biology,,,,No,,"Outdoor Studies minor ",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,,,,,,,,,,,,,,,,,26,
2025-04-09 13:01:10,2025-04-09 13:01:42,IP Address,69.6.101.172,56,32,False,2025-04-16 13:01:45,R_1EsJue7gZPsYQ4v,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),No,,Yes - still need to declare,Environmental Science - Biology,,No,,"Unsure ",,,,,,,,,,,,,,,,,,,,,,,5,
2025-04-09 13:02:00,2025-04-09 13:04:09,IP Address,69.6.101.180,11,128,False,2025-04-16 13:04:12,R_5AepUqjG0NzxpcZ,,,,,44.5928,-75.1726,anonymous,EN,2028 (first year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025-04-19 18:23:04,2025-04-19 18:25:41,IP Address,174.197.197.225,100,156,True,2025-04-19 18:25:41,R_6wNPOCxTHnUq7af,,,,,44.5928,-75.1726,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
